p vc qam
-6 5.3480 5.0917
-5 5.6620 5.3990
-4 5.8711 5.6789 
-3 6.3334 6.0067
-2 6.6591 6.3012
-1 6.9923 6.6036
0	7.2923	6.9069
1	7.5414	7.1478
2	7.917	7.4733
3	8.2278	7.7282
4	8.4893	7.9908
5	8.8264	8.2387
6	9.0297	8.4595
7	9.2362	8.6332
8	9.3029	8.8012
9	9.406	8.8753
10	9.3943	8.9223
11	9.4283	8.8657
12	9.3444	8.7559
