D1     D2    t  X1  X2
0.33736 0.50902 0.065065 0 0
0.31804 0.50669 0.066066 0 0
0.29713 0.49981 0.067067 0 0
0.27583 0.48855 0.068068 0 0
0.25529 0.47337 0.069069 0 0
0.23652 0.455 0.07007 0 0
0.22028 0.4344 0.071071 0 0
0.20699 0.41267 0.072072 0 0
0.19676 0.39096 0.073073 0 0
0.18931 0.37037 0.074074 0 0
0.1841 0.3519 0.075075 0 0
0.18036 0.33628 0.076076 0 0
0.17726 0.32401 0.077077 0 0
0.17397 0.31528 0.078078 0 0
0.16985 0.30997 0.079079 0 0
0.1645 0.30768 0.08008 0 0
0.15788 0.30781 0.081081 0 0
0.15032 0.30962 0.082082 0 0
0.14246 0.31226 0.083083 0 0
0.13526 0.31491 0.084084 0 0
0.1298 0.31681 0.085085 0 0
0.12721 0.31731 0.086086 0 0
0.12846 0.31591 0.087087 0 0
0.13429 0.31226 0.088088 0 0
0.14504 0.30619 0.089089 0 0
0.16061 0.29763 0.09009 0 0
0.18044 0.28667 0.091091 0 0
0.20359 0.27346 0.092092 0 0
0.22878 0.25823 0.093093 0 0
0.2546 0.24129 0.094094 0 0
0.27964 0.22295 0.095095 0 0
0.30268 0.20361 0.096096 0 0
0.32285 0.18369 0.097097 0 0
0.33972 0.16366 0.098098 0 0
0.35339 0.14401 0.099099 0 0
0.36443 0.12527 0.1001 0 0
0.37386 0.10798 0.1011 0 0
0.38299 0.092623 0.1021 0 0
0.39323 0.079636 0.1031 0 0
0.40588 0.069344 0.1041 0 0
0.42199 0.061936 0.10511 0 0
0.44212 0.057444 0.10611 0 0
0.46627 0.05573 0.10711 0 0
0.49382 0.056504 0.10811 0 0
0.52354 0.059351 0.10911 0 0
0.55375 0.063784 0.11011 0 0
0.58242 0.069304 0.11111 0 0
0.60743 0.075464 0.11211 0 0
0.62678 0.081939 0.11311 0 0
0.63882 0.088573 0.11411 0 0
0.64244 0.095408 0.11512 0 0
0.63718 0.10269 0.11612 0 0
0.62335 0.11084 0.11712 0 0
0.60191 0.12042 0.11812 0 0
0.57446 0.13201 0.11912 0 0
0.54303 0.14617 0.12012 0 0
0.50988 0.16333 0.12112 0 0
0.47725 0.18368 0.12212 0 0
0.44719 0.20713 0.12312 0 0
0.42131 0.23327 0.12412 0 0
0.40067 0.26138 0.12513 0 0
0.38574 0.29041 0.12613 0 0
0.37632 0.31912 0.12713 0 0
0.3717 0.34612 0.12813 0 0
0.37073 0.37001 0.12913 0 0
0.37198 0.38948 0.13013 0 0
0.37396 0.40343 0.13113 0 0
0.37525 0.41104 0.13213 0 0
0.37468 0.41187 0.13313 0 0
0.37144 0.40583 0.13413 0 0
0.3651 0.39322 0.13514 0 0
0.35569 0.37469 0.13614 0 0
0.34359 0.35112 0.13714 0 0
0.3295 0.32362 0.13814 0 0
0.31432 0.29338 0.13914 0 0
0.29907 0.2616 0.14014 0 0
0.28478 0.22943 0.14114 0 0
0.27239 0.1979 0.14214 0 0
0.26274 0.16789 0.14314 0 0
0.25647 0.14013 0.14414 0 0
0.25407 0.11517 0.14515 0 0
0.25588 0.093428 0.14615 0 0
0.26204 0.075202 0.14715 0 0
0.2726 0.060699 0.14815 0 0
0.28744 0.050056 0.14915 0 0
0.30631 0.043357 0.15015 0 0
0.32881 0.040634 0.15115 0 0
0.35432 0.041867 0.15215 0 0
0.38206 0.046977 0.15315 0 0
0.41099 0.055812 0.15415 0 0
0.43987 0.068139 0.15516 0 0
0.46728 0.083644 0.15616 0 0
0.49169 0.10193 0.15716 0 0
0.51157 0.12252 0.15816 0 0
0.5255 0.14489 0.15916 0 0
