ebn0_db    BER         FER         
0.00000e+00 1.66360e-01 8.19897e-01 
5.00000e-01 1.26223e-01 6.80178e-01 
1.00000e+00 8.56684e-02 5.04850e-01 
1.50000e+00 5.17978e-02 3.31813e-01 
2.00000e+00 2.57293e-02 1.79935e-01 
2.50000e+00 1.11193e-02 8.45234e-02 
3.00000e+00 3.84930e-03 3.17290e-02 
3.50000e+00 1.16107e-03 1.05327e-02 
4.00000e+00 2.48264e-04 2.57828e-03 
4.50000e+00 5.24635e-05 6.13139e-04
5.00000e+00 1.02388e-05 1.37118e-04
